YEAR,MONTH,DATE,SITE,TRANSECT,QUAD,SIDE,FRONDS,HLD_DIAM,OBS_CODE,NOTES
2004,7,2004-07-26,AHND,2,20,O,9,49,31,-99999
2004,7,2004-07-26,AHND,2,20,O,13,58,31,-99999
2004,7,2004-07-26,AHND,2,40,I,21,53,31,-99999
2004,7,2004-07-26,AHND,2,40,I,32,64,31,-99999
2004,7,2004-07-26,AHND,2,40,I,33,69,31,-99999
2004,7,2004-07-26,AHND,2,40,I,40,82,31,-99999
2004,7,2004-07-26,AHND,2,40,O,16,63,31,-99999
2004,7,2004-07-26,AHND,2,40,O,24,56,31,-99999
2004,7,2004-07-26,AHND,2,40,O,29,89,31,-99999
2004,7,2004-07-23,AQUE,1,20,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,20,I,4,11,35,-99999
2004,7,2004-07-23,AQUE,1,20,I,4,13,35,-99999
2004,7,2004-07-23,AQUE,1,20,I,4,14,35,-99999
2004,7,2004-07-23,AQUE,1,20,I,4,16,35,-99999
2004,7,2004-07-23,AQUE,1,20,I,5,12,35,-99999
2004,7,2004-07-23,AQUE,1,20,I,6,24,35,-99999
2004,7,2004-07-23,AQUE,1,20,I,6,26,35,-99999
2004,7,2004-07-23,AQUE,1,20,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,20,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,20,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,20,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,20,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,20,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,20,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,20,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,20,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,20,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,20,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,20,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,20,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,20,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,20,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,20,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,20,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,20,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,20,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,20,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,20,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,20,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,20,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,20,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,20,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,20,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,20,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,20,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,20,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,20,I,4,14,35,-99999
2004,7,2004-07-23,AQUE,1,20,I,4,16,35,-99999
2004,7,2004-07-23,AQUE,1,20,O,4,15,35,-99999
2004,7,2004-07-23,AQUE,1,20,O,4,18,35,-99999
2004,7,2004-07-23,AQUE,1,20,O,4,19,35,-99999
2004,7,2004-07-23,AQUE,1,20,O,4,22,35,-99999
2004,7,2004-07-23,AQUE,1,20,O,5,15,35,-99999
2004,7,2004-07-23,AQUE,1,20,O,5,16,35,-99999
2004,7,2004-07-23,AQUE,1,20,O,6,12,35,-99999
2004,7,2004-07-23,AQUE,1,20,O,6,19,35,-99999
2004,7,2004-07-23,AQUE,1,20,O,6,20,35,-99999
2004,7,2004-07-23,AQUE,1,20,O,7,37,35,-99999
2004,7,2004-07-23,AQUE,1,20,O,10,18,35,-99999
2004,7,2004-07-23,AQUE,1,20,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,20,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,20,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,20,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,20,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,20,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,20,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,20,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,20,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,20,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,20,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,20,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,20,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,20,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,20,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,20,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,20,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,20,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,20,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,20,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,20,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,20,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,20,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,20,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,20,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,20,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,20,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,20,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,20,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,20,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,20,O,4,15,35,-99999
2004,7,2004-07-23,AQUE,1,20,O,5,12,35,-99999
2004,7,2004-07-23,AQUE,1,20,O,6,19,35,-99999
2004,7,2004-07-23,AQUE,1,20,O,6,24,35,-99999
2004,7,2004-07-23,AQUE,1,40,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,40,I,4,10,35,-99999
2004,7,2004-07-23,AQUE,1,40,I,4,14,35,-99999
2004,7,2004-07-23,AQUE,1,40,I,4,22,35,-99999
2004,7,2004-07-23,AQUE,1,40,I,13,66,35,-99999
2004,7,2004-07-23,AQUE,1,40,I,18,49,35,-99999
2004,7,2004-07-23,AQUE,1,40,I,25,92,35,-99999
2004,7,2004-07-23,AQUE,1,40,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,40,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,40,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,40,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,40,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,40,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,40,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,40,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,40,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,40,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,40,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,40,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,40,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,40,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,40,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,40,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,40,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,40,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,40,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,40,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,40,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,40,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,40,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,40,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,40,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,40,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,40,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,40,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,40,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,40,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,40,O,6,13,35,-99999
2004,7,2004-07-23,AQUE,1,40,O,31,86,35,-99999
2004,7,2004-07-23,AQUE,1,40,O,40,130,35,-99999
2004,7,2004-07-23,AQUE,1,40,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,40,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,40,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,40,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,40,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,40,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,40,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,40,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,40,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,40,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,40,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,40,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,40,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,40,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,40,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,40,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,1,40,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,2,20,I,20,62,35,-99999
2004,7,2004-07-23,AQUE,2,20,I,21,56,35,-99999
2004,7,2004-07-23,AQUE,2,20,I,32,54,35,-99999
2004,7,2004-07-23,AQUE,2,20,I,55,89,35,-99999
2004,7,2004-07-23,AQUE,2,20,I,115,117,35,-99999
2004,7,2004-07-23,AQUE,2,20,O,20,58,35,-99999
2004,7,2004-07-23,AQUE,2,20,O,21,75,35,-99999
2004,7,2004-07-23,AQUE,2,20,O,24,65,35,-99999
2004,7,2004-07-23,AQUE,2,20,O,26,49,35,-99999
2004,7,2004-07-23,AQUE,2,40,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,2,40,I,6,36,35,-99999
2004,7,2004-07-23,AQUE,2,40,I,65,100,35,-99999
2004,7,2004-07-23,AQUE,2,40,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,2,40,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,2,40,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,2,40,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,2,40,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,2,40,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,2,40,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,2,40,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,2,40,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,2,40,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,2,40,O,4,15,35,-99999
2004,7,2004-07-23,AQUE,2,40,O,6,32,35,-99999
2004,7,2004-07-23,AQUE,2,40,O,12,25,35,-99999
2004,7,2004-07-23,AQUE,2,40,O,16,71,35,-99999
2004,7,2004-07-23,AQUE,2,40,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,2,40,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,2,40,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,2,40,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,2,40,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,2,40,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,2,40,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,2,40,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,2,40,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,2,40,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,2,40,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,2,40,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,2,40,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,2,40,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,2,40,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,2,40,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,2,40,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,2,40,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,2,40,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,2,40,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,2,40,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,2,40,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,2,40,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,2,40,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,2,40,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,2,40,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,3,20,I,7,69,31,-99999
2004,7,2004-07-23,AQUE,3,20,I,9,58,31,-99999
2004,7,2004-07-23,AQUE,3,20,I,14,44,31,-99999
2004,7,2004-07-23,AQUE,3,20,I,24,90,31,-99999
2004,7,2004-07-23,AQUE,3,20,I,73,140,31,-99999
2004,7,2004-07-23,AQUE,3,20,I,141,175,31,-99999
2004,7,2004-07-23,AQUE,3,20,O,8,46,31,-99999
2004,7,2004-07-23,AQUE,3,20,O,9,60,31,-99999
2004,7,2004-07-23,AQUE,3,20,O,11,58,31,-99999
2004,7,2004-07-23,AQUE,3,20,O,12,84,31,-99999
2004,7,2004-07-23,AQUE,3,20,O,26,74,31,-99999
2004,7,2004-07-23,AQUE,3,20,O,194,196,31,-99999
2004,7,2004-07-23,AQUE,3,40,I,16,46,31,-99999
2004,7,2004-07-23,AQUE,3,40,I,23,75,31,-99999
2004,7,2004-07-23,AQUE,3,40,I,43,168,31,-99999
2004,7,2004-07-23,AQUE,3,40,O,0,0,31,NO KELP
2004,7,2004-07-23,AQUE,4,20,I,2,-99999,31,Estimate from kelp subadult dataset
2004,7,2004-07-24,AQUE,4,20,I,63,114,31,-99999
2004,7,2004-07-24,AQUE,4,20,O,9,60,31,-99999
2004,7,2004-07-24,AQUE,4,40,I,41,72,31,-99999
2004,7,2004-07-24,AQUE,4,40,O,16,86,31,-99999
2004,7,2004-07-23,AQUE,5,20,I,2,-99999,31,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,5,20,I,6,23,31,-99999
2004,7,2004-07-23,AQUE,5,20,I,9,30,31,-99999
2004,7,2004-07-23,AQUE,5,20,I,27,72,31,-99999
2004,7,2004-07-23,AQUE,5,20,I,38,65,31,-99999
2004,7,2004-07-23,AQUE,5,20,O,6,72,31,-99999
2004,7,2004-07-23,AQUE,5,20,O,7,36,31,-99999
2004,7,2004-07-23,AQUE,5,20,O,9,31,31,-99999
2004,7,2004-07-23,AQUE,5,20,O,9,83,31,-99999
2004,7,2004-07-23,AQUE,5,20,O,10,35,31,-99999
2004,7,2004-07-23,AQUE,5,20,O,18,48,31,-99999
2004,7,2004-07-23,AQUE,5,20,O,24,34,31,-99999
2004,7,2004-07-23,AQUE,5,20,O,36,73,31,-99999
2004,7,2004-07-23,AQUE,5,20,O,2,-99999,31,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,5,40,I,2,-99999,31,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,5,40,I,9,26,31,-99999
2004,7,2004-07-23,AQUE,5,40,I,11,29,31,-99999
2004,7,2004-07-23,AQUE,5,40,I,12,45,31,-99999
2004,7,2004-07-23,AQUE,5,40,I,19,50,31,-99999
2004,7,2004-07-23,AQUE,5,40,I,19,60,31,-99999
2004,7,2004-07-23,AQUE,5,40,I,29,73,31,-99999
2004,7,2004-07-23,AQUE,5,40,I,30,49,31,-99999
2004,7,2004-07-23,AQUE,5,40,I,33,65,31,-99999
2004,7,2004-07-23,AQUE,5,40,I,39,28,31,-99999
2004,7,2004-07-23,AQUE,5,40,I,2,-99999,31,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,5,40,I,2,-99999,31,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,5,40,O,5,23,31,-99999
2004,7,2004-07-23,AQUE,5,40,O,6,32,31,-99999
2004,7,2004-07-23,AQUE,5,40,O,8,27,31,-99999
2004,7,2004-07-23,AQUE,5,40,O,9,25,31,-99999
2004,7,2004-07-23,AQUE,5,40,O,18,65,31,-99999
2004,7,2004-07-23,AQUE,5,40,O,37,103,31,-99999
2004,7,2004-07-23,AQUE,5,40,O,2,-99999,31,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,5,40,O,2,-99999,31,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,5,40,O,2,-99999,31,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,5,40,O,2,-99999,31,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,5,40,O,8,27,31,-99999
2004,7,2004-07-23,AQUE,6,20,I,8,32,35,-99999
2004,7,2004-07-23,AQUE,6,20,I,9,67,35,-99999
2004,7,2004-07-23,AQUE,6,20,I,27,55,35,-99999
2004,7,2004-07-23,AQUE,6,20,I,30,76,35,-99999
2004,7,2004-07-23,AQUE,6,20,I,34,74,35,-99999
2004,7,2004-07-23,AQUE,6,20,I,37,87,35,-99999
2004,7,2004-07-23,AQUE,6,20,O,5,20,35,-99999
2004,7,2004-07-23,AQUE,6,20,O,6,22,35,-99999
2004,7,2004-07-23,AQUE,6,20,O,6,25,35,-99999
2004,7,2004-07-23,AQUE,6,20,O,6,34,35,-99999
2004,7,2004-07-23,AQUE,6,20,O,7,45,35,-99999
2004,7,2004-07-23,AQUE,6,20,O,20,47,35,-99999
2004,7,2004-07-23,AQUE,6,20,O,28,48,35,-99999
2004,7,2004-07-23,AQUE,6,20,O,32,77,35,-99999
2004,7,2004-07-23,AQUE,6,40,I,4,27,35,-99999
2004,7,2004-07-23,AQUE,6,40,I,5,24,35,-99999
2004,7,2004-07-23,AQUE,6,40,I,6,32,35,-99999
2004,7,2004-07-23,AQUE,6,40,I,8,30,35,-99999
2004,7,2004-07-23,AQUE,6,40,I,15,65,35,-99999
2004,7,2004-07-23,AQUE,6,40,I,107,94,35,-99999
2004,7,2004-07-23,AQUE,6,40,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-23,AQUE,6,40,O,8,29,35,-99999
2004,7,2004-07-23,AQUE,6,40,O,15,66,35,-99999
2004,7,2004-07-23,AQUE,6,40,O,16,61,35,-99999
2004,7,2004-07-23,AQUE,6,40,O,28,70,35,-99999
2004,7,2004-07-23,AQUE,6,40,O,31,54,35,-99999
2004,7,2004-07-23,AQUE,6,40,O,33,75,35,-99999
2004,7,2004-07-23,AQUE,6,40,O,6,32,35,-99999
2004,7,2004-07-26,BULL,1,20,I,6,30,19,-99999
2004,7,2004-07-26,BULL,1,20,I,10,30,19,-99999
2004,7,2004-07-26,BULL,1,20,O,7,25,19,-99999
2004,7,2004-07-26,BULL,1,40,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-26,BULL,1,40,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-26,BULL,1,40,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-26,BULL,1,40,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-26,BULL,1,40,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-26,BULL,1,40,O,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-26,BULL,3,20,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-26,BULL,3,40,I,0,0,19,NO KELP
2004,7,2004-07-26,BULL,6,20,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-26,BULL,6,20,O,4,10,19,-99999
2004,7,2004-07-26,BULL,6,20,O,4,20,19,-99999
2004,7,2004-07-26,BULL,6,20,O,6,15,19,-99999
2004,7,2004-07-26,BULL,6,40,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-26,BULL,6,40,I,4,10,19,-99999
2004,7,2004-07-26,BULL,6,40,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-26,BULL,6,40,I,2,-99999,19,Estimate from kelp subadult dataset
2004,7,2004-07-26,BULL,6,40,O,0,0,19,NO KELP
2004,7,2004-07-27,CARP,1,20,I,2,-99999,31,Estimate from kelp subadult dataset
2004,7,2004-07-27,CARP,1,20,I,5,14,31,-99999
2004,7,2004-07-27,CARP,1,20,I,5,21,31,-99999
2004,7,2004-07-27,CARP,1,20,I,6,10,31,-99999
2004,7,2004-07-27,CARP,1,20,I,6,18,31,-99999
2004,7,2004-07-27,CARP,1,20,I,6,20,31,-99999
2004,7,2004-07-27,CARP,1,20,I,7,11,31,-99999
2004,7,2004-07-27,CARP,1,20,I,7,15,31,-99999
2004,7,2004-07-27,CARP,1,20,I,7,22,31,-99999
2004,7,2004-07-27,CARP,1,20,I,8,13,31,-99999
2004,7,2004-07-27,CARP,1,20,I,9,14,31,-99999
2004,7,2004-07-27,CARP,1,20,I,9,25,31,-99999
2004,7,2004-07-27,CARP,1,20,I,13,12,31,-99999
2004,7,2004-07-27,CARP,1,20,I,13,24,31,-99999
2004,7,2004-07-27,CARP,1,20,I,15,17,31,-99999
2004,7,2004-07-27,CARP,1,20,I,15,36,31,-99999
2004,7,2004-07-27,CARP,1,20,I,21,33,31,-99999
2004,7,2004-07-27,CARP,1,20,I,23,40,31,-99999
2004,7,2004-07-27,CARP,1,20,I,2,-99999,31,Estimate from kelp subadult dataset
2004,7,2004-07-27,CARP,1,20,I,2,-99999,31,Estimate from kelp subadult dataset
2004,7,2004-07-27,CARP,1,20,I,2,-99999,31,Estimate from kelp subadult dataset
2004,7,2004-07-27,CARP,1,20,I,2,-99999,31,Estimate from kelp subadult dataset
2004,7,2004-07-27,CARP,1,20,I,2,-99999,31,Estimate from kelp subadult dataset
2004,7,2004-07-27,CARP,1,20,I,2,-99999,31,Estimate from kelp subadult dataset
2004,7,2004-07-27,CARP,1,20,I,2,-99999,31,Estimate from kelp subadult dataset
2004,7,2004-07-27,CARP,1,20,I,2,-99999,31,Estimate from kelp subadult dataset
2004,7,2004-07-27,CARP,1,20,I,2,-99999,31,Estimate from kelp subadult dataset
2004,7,2004-07-27,CARP,1,20,I,2,-99999,31,Estimate from kelp subadult dataset
2004,7,2004-07-27,CARP,1,20,I,2,-99999,31,Estimate from kelp subadult dataset
2004,7,2004-07-27,CARP,1,20,I,2,-99999,31,Estimate from kelp subadult dataset
2004,7,2004-07-27,CARP,1,20,I,2,-99999,31,Estimate from kelp subadult dataset
2004,7,2004-07-27,CARP,1,20,I,2,-99999,31,Estimate from kelp subadult dataset
2004,7,2004-07-27,CARP,1,20,I,2,-99999,31,Estimate from kelp subadult dataset
2004,7,2004-07-27,CARP,1,20,I,2,-99999,31,Estimate from kelp subadult dataset
2004,7,2004-07-27,CARP,1,20,I,2,-99999,31,Estimate from kelp subadult dataset
2004,7,2004-07-27,CARP,1,20,I,2,-99999,31,Estimate from kelp subadult dataset
2004,7,2004-07-27,CARP,1,20,I,2,-99999,31,Estimate from kelp subadult dataset
2004,7,2004-07-27,CARP,1,20,I,2,-99999,31,Estimate from kelp subadult dataset
2004,7,2004-07-27,CARP,1,20,I,2,-99999,31,Estimate from kelp subadult dataset
2004,7,2004-07-27,CARP,1,20,I,2,-99999,31,Estimate from kelp subadult dataset
2004,7,2004-07-27,CARP,1,20,I,2,-99999,31,Estimate from kelp subadult dataset
