ID,Higher.classification,Order,Family,Common.Name,Scientific Name
515,Euarchontoglires,Rodentia,Nesomyidae,*,Cricetomys gambianus
380,Euarchontoglires,Rodentia,Bathyergidae,African Mole-rats,Georychus capensis
409,Euarchontoglires,Primates,Galagidae,*,Euoticus elegantulus
523,Euarchontoglires,Rodentia,Pedetidae,Spring Hare,Pedetes capensis
102,Marsupialia,Dasyuromorpha,Dasyuridae,Dasyurids,Sminthopsis macroura
18,Euarchontoglires,Rodentia,Muridae,"Mice, Rats, Voles & Gerbils",Micromys minutus
597,Laurasiatheria,Pholidota,Manidae,*,Manis crassicaudata
553,Xenarthra,Pilosa,Bradypodidae,Three-toed Sloths,Bradypus variegatus
450,Laurasiatheria,Carnivora,Herpestidae,Mongooses,Herpestes javanicus
169,Euarchontoglires,Rodentia,Muridae,"Mice, Rats, Voles & Gerbils",Notomys alexis
438,Euarchontoglires,Rodentia,Ctenomyidae,*,Ctenomys peruanus
291,Afrotheria,Afrosoricida,Tenrecidae,Tenrecs,Limnogale mergulus
138,Euarchontoglires,Rodentia,Cricetidae,*,Microtus pinetorum
474,Marsupialia,Peramelemorphia,Peramelidae,Bandicoots & Bilbies,Perameles gunnii
440,Laurasiatheria,Chiroptera,Pteropodidae,Old-world Fruit Bats,Pteropus hypomelanus
603,Laurasiatheria,Carnivora,Phocidae,Earless Seals,Phoca vitulina
104,Euarchontoglires,Rodentia,Heteromyidae,*,Chaetodipus fallax
526,Laurasiatheria,Carnivora,Procyonidae,Raccoons,Potos flavus
100,Euarchontoglires,Rodentia,Heteromyidae,*,Perognathus parvus
268,Marsupialia,Dasyuromorpha,Dasyuridae,Dasyurids,Antechinus swainsonii
400,Euarchontoglires,Rodentia,Sciuridae,Squirrels,Spermophilus citellus
565,Xenarthra,Cingulata,Dasypodidae,Armadillos,Chaetophractus villosus
594,Euarchontoglires,Rodentia,Hystricidae,Old-world Porcupines,Hystrix africaeaustralis
364,Euarchontoglires,Primates,Galagidae,*,Galago moholi
410,Euarchontoglires,Rodentia,Bathyergidae,African Mole-rats,Cryptomys mechowi
345,Euarchontoglires,Rodentia,Muridae,"Mice, Rats, Voles & Gerbils",Thallomys paedulcus
22,Euarchontoglires,Soricomorpha,Soricidae,Shrews,Sorex araneus
311,Laurasiatheria,Chiroptera,Phyllostomidae,American Leaf-nosed Bats,Chrotopterus auritus
64,Marsupialia,Didelphimorphia,Didelphidae,American Opossums,Gracilinanus microtarsus
239,Euarchontoglires,Rodentia,Muridae,"Mice, Rats, Voles & Gerbils",Golunda ellioti
202,Euarchontoglires,Rodentia,Cricetidae,*,Abrothrix longipilis
536,Afrotheria,Hyracoidea,Procaviidae,Hyraxes,Procavia capensis
194,Euarchontoglires,Rodentia,Heteromyidae,*,Chaetodipus hispidus
625,Laurasiatheria,Artiodactyla,Suidae,Pigs,Sus scrofa
384,Euarchontoglires,Rodentia,Cricetidae,*,Neotoma cinerea
184,Laurasiatheria,Chiroptera,Pteropodidae,Old-world Fruit Bats,Cynopterus brachyotis
147,Euarchontoglires,Rodentia,Muridae,"Mice, Rats, Voles & Gerbils",Gerbillus dasyurus
78,Laurasiatheria,Chiroptera,Pteropodidae,Old-world Fruit Bats,Macroglossus minimus
87,Marsupialia,Dasyuromorpha,Dasyuridae,Dasyurids,Sminthopsis crassicaudata
578,Laurasiatheria,Carnivora,Felidae,Cats,Puma yagouaroundi
464,Marsupialia,Peramelemorphia,Peramelidae,Bandicoots & Bilbies,Isoodon obesulus
232,Euarchontoglires,Rodentia,Muridae,"Mice, Rats, Voles & Gerbils",Gerbillus perpallidus
283,Euarchontoglires,Rodentia,Bathyergidae,African Mole-rats,Cryptomys hottentotus
390,Euarchontoglires,Rodentia,Ctenomyidae,*,Ctenomys maulinus
263,Euarchontoglires,Rodentia,Heteromyidae,*,Dipodomys panamintinus
598,Euarchontoglires,Primates,Cercopithecidae,Old-world Monkeys,Papio hamadryas
344,Euarchontoglires,Soricomorpha,Talpidae,Moles,Scapanus townsendii
489,Marsupialia,Diprontodontia,Potoroidae,*,Bettongia penicillata
348,Euarchontoglires,Rodentia,Cricetidae,*,Sigmodon alleni
358,Marsupialia,Dasyuromorpha,Dasyuridae,Dasyurids,Phascogale tapoatafa
564,Laurasiatheria,Carnivora,Canidae,Dogs & Foxes,Vulpes vulpes
119,Euarchontoglires,Rodentia,Cricetidae,*,Arborimus longicaudus
635,Laurasiatheria,Artiodactyla,Bovidae,"Cattle, Antelopes, Sheep & Goats",Ovis aries
571,Laurasiatheria,Carnivora,Ailuridae,*,Ailurus fulgens
34,Laurasiatheria,Chiroptera,Mormoopidae,Leaf-chinned Bats,Pteronotus davyi
447,Euarchontoglires,Rodentia,Sciuridae,Squirrels,Spermophilus beecheyi
189,Euarchontoglires,Rodentia,Muridae,"Mice, Rats, Voles & Gerbils",Gerbillurus vallinus
367,Euarchontoglires,Rodentia,Geomyidae ,Pocket-gophers,Geomys pinetis
366,Euarchontoglires,Primates,Galagidae,*,Galago senegalensis
27,Laurasiatheria,Chiroptera,Mormoopidae,Leaf-chinned Bats,Mormoops blainvillei
339,Euarchontoglires,Rodentia,Muridae,"Mice, Rats, Voles & Gerbils",Thallomys nigricauda
375,Euarchontoglires,Rodentia,Cricetidae,*,Neotoma fuscipes
16,Marsupialia,Dasyuromorpha,Dasyuridae,Dasyurids,Planigale tenuirostris
393,Laurasiatheria,Carnivora,Mustelidae,"Otters, Weasels & Badgers",Mustela frenata
161,Euarchontoglires,Soricomorpha,Soricidae,Shrews,Suncus murinus
211,Laurasiatheria,Chiroptera,Phyllostomidae,American Leaf-nosed Bats,Artibeus jamaicensis
427,Euarchontoglires,Erinaceomorpha,Erinaceidae,Hedgehogs & Moonrats,Hemiechinus auritus
68,Laurasiatheria,Chiroptera,Pteropodidae,Old-world Fruit Bats,Nyctimene major
154,Euarchontoglires,Rodentia,Muridae,"Mice, Rats, Voles & Gerbils",Gerbillus nanus
429,Euarchontoglires,Rodentia,Bathyergidae,African Mole-rats,Bathyergus janetta
585,Euarchontoglires,Primates,Cercopithecidae,Old-world Monkeys,Papio ursinus
486,Marsupialia,Dasyuromorpha,Dasyuridae,Dasyurids,Dasyurus viverrinus
521,Afrotheria,Hyracoidea,Procaviidae,Hyraxes,Dendrohyrax dorsalis
604,Marsupialia,Diprontodontia,Macropodidae,Kangaroos & Wallabies,Macropus robustus
205,Euarchontoglires,Rodentia,Cricetidae,*,Microtus guentheri
30,Euarchontoglires,Rodentia,Heteromyidae,*,Perognathus longimembris
469,Euarchontoglires,Rodentia,Caviidae,Cavies & Guinea-pigs,Kerodon rupestris
94,Euarchontoglires,Rodentia,Cricetidae,*,Eligmodontia typus
265,Euarchontoglires,Rodentia,Cricetidae,*,Euneomys chinchilloides
333,Euarchontoglires,Rodentia,Muridae,"Mice, Rats, Voles & Gerbils",Rattus rattus
65,Marsupialia,Dasyuromorpha,Dasyuridae,Dasyurids,Planigale maculata
362,Marsupialia,Diprontodontia,Petauridae,Ring-tail Possums & Gliders,Gymnobelideus leadbeateri
233,Afrotheria,Macroscelidea,Macroscelididae,Elephant-shrews,Elephantulus rufescens
261,Laurasiatheria,Chiroptera,Phyllostomidae,American Leaf-nosed Bats,Artibeus fimbriatus
621,Laurasiatheria,Artiodactyla,Cervidae,Deer,Rangifer tarandus
25,Euarchontoglires,Rodentia,Heteromyidae,*,Perognathus flavus
93,Laurasiatheria,Chiroptera,Vespertilionidae,Vesper Bats,Chalinolobus gouldii
174,Euarchontoglires,Rodentia,Cricetidae,*,Microtus oeconomus
218,Euarchontoglires,Rodentia,Cricetidae,*,Microtus ochrogaster
477,Euarchontoglires,Rodentia,Muridae,"Mice, Rats, Voles & Gerbils",Hydromys chrysogaster
270,Euarchontoglires,Rodentia,Muridae,"Mice, Rats, Voles & Gerbils",Millardia meltada
275,Euarchontoglires,Rodentia,Cricetidae,*,Graomys griseoflavus
588,Laurasiatheria,Carnivora,Mustelidae,"Otters, Weasels & Badgers",Lutra lutra
117,Euarchontoglires,Rodentia,Cricetidae,*,Phenacomys intermedius
431,Marsupialia,Peramelemorphia,Peramelidae,Bandicoots & Bilbies,Isoodon auratus
58,Euarchontoglires,Rodentia,Cricetidae,*,Scotinomys teguina
192,Afrotheria,Macroscelidea,Macroscelididae,Elephant-shrews,Macroscelides proboscideus
318,Euarchontoglires,Rodentia,Geomyidae ,Pocket-gophers,Thomomys talpoides
321,Euarchontoglires,Lagomorpha,Ochotonidae,Pikas,Ochotona princeps
420,Marsupialia,Didelphimorphia,Didelphidae,American Opossums,Metachirus nudicaudatus
340,Marsupialia,Diprontodontia,Petauridae,Ring-tail Possums & Gliders,Petaurus breviceps
615,Laurasiatheria,Carnivora,Felidae,Cats,Panthera onca
156,Euarchontoglires,Rodentia,Cricetidae,*,Microtus mexicanus
605,Marsupialia,Diprontodontia,Vombatidae,Wombats,Lasiorhinus latifrons
628,Laurasiatheria,Artiodactyla,Bovidae,"Cattle, Antelopes, Sheep & Goats",Taurotragus oryx
496,Marsupialia,Didelphimorphia,Didelphidae,American Opossums,Didelphis marsupialis
131,Euarchontoglires,Rodentia,Dipodidae,Gerboas & Jumping Mice (includes Zapodidae),Zapus hudsonius
480,Marsupialia,Diprontodontia,Pseudocheiridae,*,Pseudocheirus peregrinus
33,Euarchontoglires,Soricomorpha,Soricidae,Shrews,Sorex coronatus
296,Euarchontoglires,Rodentia,Cricetidae,*,Oxymycterus roberti
412,Euarchontoglires,Primates,Lorisidae,*,Loris tardigradus
389,Euarchontoglires,Rodentia,Ctenomyidae,*,Ctenomys opimus
249,Euarchontoglires,Rodentia,Heteromyidae,*,Dipodomys agilis
326,Euarchontoglires,Rodentia,Sciuridae,Squirrels,Funisciurus congicus
103,Euarchontoglires,Rodentia,Cricetidae,*,Ochrotomys nuttalli
106,Laurasiatheria,Chiroptera,Phyllostomidae,American Leaf-nosed Bats,Chiroderma doriae
332,Euarchontoglires,Primates,Cebidae,*,Callithrix pygmaea
519,Laurasiatheria,Carnivora,Viverridae,Genets & Civets,Arctogalidia trivirgata
542,Euarchontoglires,Lagomorpha,Leporidae,Rabbits & Hares,Lepus timidus
110,Euarchontoglires,Rodentia,Nesomyidae,*,Petromyscus collinus
455,Euarchontoglires,Rodentia,Aplodontiidae,Sewellel,Aplodontia rufa
472,Euarchontoglires,Primates,Aotidae,*,Aotus trivirgatus
493,Xenarthra,Cingulata,Dasypodidae,Armadillos,Tolypeutes matacus
590,Euarchontoglires,Primates,Cercopithecidae,Old-world Monkeys,Colobus guereza
491,Xenarthra,Cingulata,Dasypodidae,Armadillos,Chaetophractus vellerosus
609,Laurasiatheria,Carnivora,Hyaenidae,Hyenas,Hyaena hyaena
88,Laurasiatheria,Chiroptera,Mormoopidae,Leaf-chinned Bats,Mormoops megalophylla
530,Euarchontoglires,Rodentia,Capromyidae,Hutias,Capromys pilorides
53,Euarchontoglires,Soricomorpha,Soricidae,Shrews,Crocidura leucodon
514,Marsupialia,Dasyuromorpha,Dasyuridae,Dasyurids,Dasyurus maculatus
439,Euarchontoglires,Rodentia,Echimyidae,Spiny Rats,Proechimys semispinosus
395,Euarchontoglires,Rodentia,Sciuridae,Squirrels,Spermophilus townsendii
82,Euarchontoglires,Rodentia,Heteromyidae,*,Chaetodipus penicillatus
490,Laurasiatheria,Chiroptera,Pteropodidae,Old-world Fruit Bats,Pteropus vampyrus
462,Monotremata,Monotremata,Ornithorhynchidae,Echidnas,Ornithorhynchus anatinus
600,Laurasiatheria,Artiodactyla,Tayassuidae,Peccaries,Pecari tajacu
341,Euarchontoglires,Lagomorpha,Ochotonidae,Pikas,Ochotona dauurica
229,Euarchontoglires,Rodentia,Muridae,"Mice, Rats, Voles & Gerbils",Lemniscomys rosalia
241,Euarchontoglires,Rodentia,Sciuridae,Squirrels,Tamias amoenus
517,Euarchontoglires,Lagomorpha,Leporidae,Rabbits & Hares,Oryctolagus cuniculus
212,Afrotheria,Macroscelidea,Macroscelididae,Elephant-shrews,Elephantulus brachyrhynchus
123,Laurasiatheria,Chiroptera,Vespertilionidae,Vesper Bats,Antrozous pallidus
28,Laurasiatheria,Chiroptera,Phyllostomidae,American Leaf-nosed Bats,Monophyllus redmani
217,Marsupialia,Dasyuromorpha,Dasyuridae,Dasyurids,Antechinus flavipes
500,Marsupialia,Peramelemorphia,Peramelidae,Bandicoots & Bilbies,Macrotis lagotis
243,Euarchontoglires,Scandentia,Ptilocercidae,*,Ptilocerus lowii
460,Euarchontoglires,Lagomorpha,Leporidae,Rabbits & Hares,Sylvilagus audubonii
459,Laurasiatheria,Carnivora,Mustelidae,"Otters, Weasels & Badgers",Neovison vison
634,Laurasiatheria,Artiodactyla,Camelidae,Camels,Camelus dromedarius
51,Marsupialia,Dasyuromorpha,Dasyuridae,Dasyurids,Ningaui yvonnae
513,Laurasiatheria,Carnivora,Canidae,Dogs & Foxes,Vulpes velox
280,Euarchontoglires,Rodentia,Octodontidae,Degus & Tuco-tucos,Tympanoctomys barrerae
614,Afrotheria,Tubulidentata,Orycteropodidae,Aardvark,Orycteropus afer
408,Euarchontoglires,Scandentia,Tupaiidae,Treeshrews,Urogale everetti
136,Euarchontoglires,Rodentia,Cricetidae,*,Myodes glareolus
552,Xenarthra,Pilosa,Megalonychidae,Two-toed Sloths,Choloepus hoffmanni
153,Euarchontoglires,Rodentia,Cricetidae,*,Peromyscus keeni
316,Euarchontoglires,Rodentia,Heteromyidae,*,Dipodomys deserti
10,Euarchontoglires,Soricomorpha,Soricidae,Shrews,Sorex vagrans
298,Laurasiatheria,Chiroptera,Phyllostomidae,American Leaf-nosed Bats,Phyllostomus hastatus
471,Euarchontoglires,Rodentia,Muridae,"Mice, Rats, Voles & Gerbils",Uromys caudimaculatus
580,Laurasiatheria,Carnivora,Canidae,Dogs & Foxes,Lycaon pictus
381,Euarchontoglires,Rodentia,Geomyidae ,Pocket-gophers,Geomys bursarius
334,Marsupialia,Dasyuromorpha,Dasyuridae,Dasyurids,Dasyuroides byrnei
237,Euarchontoglires,Rodentia,Muridae,"Mice, Rats, Voles & Gerbils",Acomys russatus
35,Laurasiatheria,Chiroptera,Phyllostomidae,American Leaf-nosed Bats,Rhinophylla fischerae
405,Laurasiatheria,Chiroptera,Pteropodidae,Old-world Fruit Bats,Pteropus rodricensis
286,Laurasiatheria,Carnivora,Mustelidae,"Otters, Weasels & Badgers",Mustela erminea
487,Euarchontoglires,Rodentia,Cricetidae,*,Ondatra zibethicus
618,Laurasiatheria,Carnivora,Ursidae,Bears,Melursus ursinus
203,Marsupialia,Dasyuromorpha,Dasyuridae,Dasyurids,Pseudantechinus macdonnellensis
248,Euarchontoglires,Rodentia,Sciuridae,Squirrels,Funisciurus isabella
199,Laurasiatheria,Chiroptera,Pteropodidae,Old-world Fruit Bats,Nyctimene cyclotis
111,Laurasiatheria,Chiroptera,Phyllostomidae,American Leaf-nosed Bats,Sturnira tildae
568,Marsupialia,Diprontodontia,Macropodidae,Kangaroos & Wallabies,Macropus eugenii
5,Euarchontoglires,Soricomorpha,Soricidae,Shrews,Sorex minutus
544,Euarchontoglires,Rodentia,Erethizontidae,New-world Porcupines,Coendou prehensilis
374,Euarchontoglires,Rodentia,Muridae,"Mice, Rats, Voles & Gerbils",Rattus sordidus
276,Euarchontoglires,Rodentia,Sciuridae,Squirrels,Tamias palmeri
271,Euarchontoglires,Rodentia,Gliridae,Dormice,Graphiurus ocularis
308,Euarchontoglires,Rodentia,Sciuridae,Squirrels,Funisciurus lemniscatus
492,Marsupialia,Diprontodontia,Pseudocheiridae,*,Petauroides volans
342,Euarchontoglires,Rodentia,Spalacidae,*,Spalax ehrenbergi
391,Euarchontoglires,Rodentia,Sciuridae,Squirrels,Paraxerus cepapi
206,Afrotheria,Afrosoricida,Tenrecidae,Tenrecs,Microgale talazaci
463,Marsupialia,Peramelemorphia,Peramelidae,Bandicoots & Bilbies,Echymipera kalubu
157,Euarchontoglires,Rodentia,Heteromyidae,*,Chaetodipus baileyi
171,Euarchontoglires,Soricomorpha,Soricidae,Shrews,Crocidura flavescens
84,Laurasiatheria,Chiroptera,Phyllostomidae,American Leaf-nosed Bats,Erophylla sezekorni
495,Laurasiatheria,Carnivora,Procyonidae,Raccoons,Procyon cancrivorus
406,Euarchontoglires,Rodentia,Caviidae,Cavies & Guinea-pigs,Microcavia niata
204,Euarchontoglires,Rodentia,Heteromyidae,*,Liomys salvani
596,Laurasiatheria,Carnivora,Viverridae,Genets & Civets,Arctictis binturong
363,Euarchontoglires,Rodentia,Sciuridae,Squirrels,Spermophilus tereticaudus
256,Euarchontoglires,Rodentia,Cricetidae,*,Phyllotis magister
190,Euarchontoglires,Soricomorpha,Soricidae,Shrews,Crocidura olivieri
433,Euarchontoglires,Rodentia,Sciuridae,Squirrels,Sciurus carolinensis
159,Euarchontoglires,Rodentia,Muridae,"Mice, Rats, Voles & Gerbils",Gerbillus gerbillus
72,Euarchontoglires,Soricomorpha,Soricidae,Shrews,Crocidura viaria
352,Euarchontoglires,Rodentia,Dipodidae,Gerboas & Jumping Mice (includes Zapodidae),Jaculus orientalis
386,Euarchontoglires,Primates,Lorisidae,*,Arctocebus calabarensis
54,Euarchontoglires,Soricomorpha,Soricidae,Shrews,Crocidura luna
120,Euarchontoglires,Rodentia,Muridae,"Mice, Rats, Voles & Gerbils",Mus spretus
73,Laurasiatheria,Chiroptera,Phyllostomidae,American Leaf-nosed Bats,Carollia perspicillata
67,Euarchontoglires,Rodentia,Muridae,"Mice, Rats, Voles & Gerbils",Mus musculus
631,Laurasiatheria,Artiodactyla,Bovidae,"Cattle, Antelopes, Sheep & Goats",Connochaetes taurinus
116,Euarchontoglires,Rodentia,Cricetidae,*,Peromyscus gossypinus
372,Laurasiatheria,Chiroptera,Pteropodidae,Old-world Fruit Bats,Dobsonia praedatrix
569,Laurasiatheria,Carnivora,Procyonidae,Raccoons,Procyon lotor
328,Euarchontoglires,Primates,Tarsiidae,Tarsiers,Tarsius syrichta
260,Euarchontoglires,Primates,Galagidae,*,Galago demidoff
355,Laurasiatheria,Chiroptera,Pteropodidae,Old-world Fruit Bats,Rousettus aegyptiacus
612,Laurasiatheria,Carnivora,Felidae,Cats,Acinonyx jubatus
137,Laurasiatheria,Chiroptera,Vespertilionidae,Vesper Bats,Myotis vivesi
509,Laurasiatheria,Artiodactyla,Tragulidae,Chevrotains,Tragulus javanicus
577,Xenarthra,Cingulata,Dasypodidae,Armadillos,Euphractus sexcinctus
98,Marsupialia,Dasyuromorpha,Dasyuridae,Dasyurids,Sminthopsis murina
557,Laurasiatheria,Artiodactyla,Bovidae,"Cattle, Antelopes, Sheep & Goats",Philantomba monticola
177,Euarchontoglires,Rodentia,Muridae,"Mice, Rats, Voles & Gerbils",Notomys cervinus
277,Marsupialia,Diprontodontia,Burramyidae,Pygmy Possums,Cercartetus nanus
324,Euarchontoglires,Rodentia,Muridae,"Mice, Rats, Voles & Gerbils",Meriones tristrami
478,Laurasiatheria,Carnivora,Mustelidae,"Otters, Weasels & Badgers",Martes americana
485,Marsupialia,Diprontodontia,Potoroidae,*,Potorous tridactylus
606,Xenarthra,Pilosa,Myrmecophagidae,American Anteaters,Myrmecophaga tridactyla
273,Euarchontoglires,Rodentia,Muridae,"Mice, Rats, Voles & Gerbils",Meriones hurrianae
20,Euarchontoglires,Soricomorpha,Soricidae,Shrews,Sorex alpinus
414,Euarchontoglires,Primates,Cheirogaleidae,Dwarf-lemurs & Mouse-lemurs,Cheirogaleus medius
223,Euarchontoglires,Rodentia,Heteromyidae,*,Liomys irroratus
482,Marsupialia,Didelphimorphia,Didelphidae,American Opossums,Chironectes minimus
396,Euarchontoglires,Rodentia,Sciuridae,Squirrels,Heliosciurus rufobrachium
36,Laurasiatheria,Chiroptera,Phyllostomidae,American Leaf-nosed Bats,Rhinophylla pumilio
56,Laurasiatheria,Chiroptera,Vespertilionidae,Vesper Bats,Myotis velifer
293,Euarchontoglires,Rodentia,Bathyergidae,African Mole-rats,Cryptomys amatus
561,Laurasiatheria,Artiodactyla,Bovidae,"Cattle, Antelopes, Sheep & Goats",Madoqua kirkii
369,Euarchontoglires,Rodentia,Octodontidae,Degus & Tuco-tucos,Octodon lunatus
224,Euarchontoglires,Soricomorpha,Talpidae,Moles,Condylura cristata
331,Afrotheria,Afrosoricida,Tenrecidae,Tenrecs,Echinops telfairi
479,Euarchontoglires,Rodentia,Dasyproctidae,*,Myoprocta acouchy
266,Euarchontoglires,Rodentia,Cricetidae,*,Microtus richardsoni
629,Afrotheria,Sirenia,Trichechidae,Manatees,Trichechus inunguis
45,Laurasiatheria,Chiroptera,Vespertilionidae,Vesper Bats,Eptesicus fuscus
219,Euarchontoglires,Rodentia,Heteromyidae,*,Dipodomys ordii
304,Laurasiatheria,Chiroptera,Pteropodidae,Old-world Fruit Bats,Rousettus amplexicaudatus
251,Euarchontoglires,Soricomorpha,Talpidae,Moles,Scapanus latimanus
404,Euarchontoglires,Rodentia,Sciuridae,Squirrels,Spermophilus satutatus
208,Euarchontoglires,Rodentia,Cricetidae,*,Microtus californicus
127,Euarchontoglires,Rodentia,Cricetidae,*,Peromyscus maniculatus
92,Euarchontoglires,Soricomorpha,Soricidae,Shrews,Crocidura poensis
488,Laurasiatheria,Carnivora,Felidae,Cats,Leptailurus serval
503,Laurasiatheria,Pholidota,Manidae,*,Manis tricuspis
108,Euarchontoglires,Rodentia,Cricetidae,*,Peromyscus leucopus
595,Laurasiatheria,Carnivora,Mustelidae,"Otters, Weasels & Badgers",Gulo gulo
52,Laurasiatheria,Chiroptera,Phyllostomidae,American Leaf-nosed Bats,Macrotus californicus
196,Euarchontoglires,Rodentia,Cricetidae,*,Mesocricetus brandti
589,Monotremata,Monotremata,Tachyglossidae,Platypus,Zaglossus bruijni
164,Euarchontoglires,Rodentia,Cricetidae,*,Podomys floridanus
537,Marsupialia,Diprontodontia,Potoroidae,*,Aepyprymnus rufescens
17,Euarchontoglires,Rodentia,Cricetidae,*,Baiomys taylori
361,Euarchontoglires,Rodentia,Muridae,"Mice, Rats, Voles & Gerbils",Rattus colletti
570,Laurasiatheria,Carnivora,Canidae,Dogs & Foxes,Cerdocyon thous
254,Euarchontoglires,Rodentia,Cricetidae,*,Chelemys macronyx
325,Euarchontoglires,Rodentia,Octodontidae,Degus & Tuco-tucos,Aconaemys fuscus
558,Laurasiatheria,Pholidota,Manidae,*,Manis javanica
403,Euarchontoglires,Rodentia,Muridae,"Mice, Rats, Voles & Gerbils",Rattus villosissimus
259,Euarchontoglires,Rodentia,Heteromyidae,*,Dipodomys heermanni
505,Laurasiatheria,Pholidota,Manidae,*,Manis tetradactyla
139,Euarchontoglires,Rodentia,Cricetidae,*,Phodopus sungorus
534,Euarchontoglires,Rodentia,Dasyproctidae,*,Dasyprocta leporina
71,Laurasiatheria,Chiroptera,Mormoopidae,Leaf-chinned Bats,Pteronotus personatus
335,Euarchontoglires,Rodentia,Octodontidae,Degus & Tuco-tucos,Octomys mimax
467,Marsupialia,Didelphimorphia,Didelphidae,American Opossums,Philander opossum
122,Laurasiatheria,Chiroptera,Phyllostomidae,American Leaf-nosed Bats,Sturnira lilium
118,Euarchontoglires,Rodentia,Nesomyidae,*,Malacothrix typica
428,Laurasiatheria,Chiroptera,Pteropodidae,Old-world Fruit Bats,Dobsonia moluccensis
548,Laurasiatheria,Carnivora,Felidae,Cats,Leopardus wiedii
554,Euarchontoglires,Rodentia,Dasyproctidae,*,Dasyprocta azarae
295,Euarchontoglires,Rodentia,Cricetidae,*,Lemmus lemmus
145,Euarchontoglires,Rodentia,Muridae,"Mice, Rats, Voles & Gerbils",Acomys spinosissimus
437,Euarchontoglires,Rodentia,Sciuridae,Squirrels,Epixerus ebii
150,Euarchontoglires,Rodentia,Cricetidae,*,Myodes rutilus
365,Euarchontoglires,Rodentia,Muridae,"Mice, Rats, Voles & Gerbils",Rattus norvegicus
407,Euarchontoglires,Rodentia,Cricetidae,*,Neofiber alleni
499,Laurasiatheria,Carnivora,Procyonidae,Raccoons,Bassariscus sumichrasti
287,Marsupialia,Didelphimorphia,Didelphidae,American Opossums,Monodelphis brevicaudata
181,Laurasiatheria,Chiroptera,Phyllostomidae,American Leaf-nosed Bats,Phyllostomus elongatus
85,Laurasiatheria,Chiroptera,Phyllostomidae,American Leaf-nosed Bats,Erophylla bombifrons
201,Euarchontoglires,Rodentia,Muridae,"Mice, Rats, Voles & Gerbils",Acomys cahirinus
540,Euarchontoglires,Lagomorpha,Leporidae,Rabbits & Hares,Lepus alleni
46,Euarchontoglires,Soricomorpha,Soricidae,Shrews,Crocidura russula
226,Euarchontoglires,Rodentia,Cricetidae,*,Calomys callosus
401,Laurasiatheria,Chiroptera,Pteropodidae,Old-world Fruit Bats,Dobsonia anderseni
288,Euarchontoglires,Rodentia,Heteromyidae,*,Heteromys desmarestianus
458,Euarchontoglires,Rodentia,Sciuridae,Squirrels,Spermophilus parryi
547,Xenarthra,Cingulata,Dasypodidae,Armadillos,Dasypus novemcinctus
21,Laurasiatheria,Chiroptera,Vespertilionidae,Vesper Bats,Nyctophilus geoffroyi
368,Euarchontoglires,Primates,Tarsiidae,Tarsiers,Tarsius spectrum
591,Laurasiatheria,Carnivora,Felidae,Cats,Leopardus pardalis
541,Euarchontoglires,Lagomorpha,Leporidae,Rabbits & Hares,Lepus arcticus
633,Laurasiatheria,Artiodactyla,Bovidae,"Cattle, Antelopes, Sheep & Goats",Bos taurus
504,Marsupialia,Diprontodontia,Potoroidae,*,Bettongia gaimardi
549,Laurasiatheria,Carnivora,Canidae,Dogs & Foxes,Vulpes lagopus
41,Euarchontoglires,Rodentia,Dipodidae,Gerboas & Jumping Mice (includes Zapodidae),Sicista betulina
60,Afrotheria,Afrosoricida,Tenrecidae,Tenrecs,Microgale cowani
175,Euarchontoglires,Rodentia,Muridae,"Mice, Rats, Voles & Gerbils",Gerbillurus paeba
511,Xenarthra,Cingulata,Dasypodidae,Armadillos,Zaedyus pichiy
